molecule,smiles,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eece40>,C[Si](C)[SiH][SiH][SiH]=[SiH]=C([SiH])Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eecf80>,C[Si](C[Si][Si]F)CSC(F)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed030>,CCC1[SiH]C=C(NC)N1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed080>,COS(=O)OP(P(C)C)[SH](=O)(OC)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed0d0>,CS(=O)(=O)C1CCC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eecf30>,CC[C][PH]=P,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed120>,CCS(=O)(=O)CCCl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed170>,COC(=O)OCC(CN(C(C)C#N)C(C)(C)C)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed1c0>,CNSC(C)OC(=O)OC=[SH2]1SCC(Cl)S1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed260>,C[C@@H]1CSC[C@H](C(Cl)(Cl)Cl)S1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed2b0>,CCSC1(SCCN(C2CC2)C2CC2)CCCO1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed300>,CCCCOCN(C=O)OC(=O)OC(C)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed350>,CCC[C@H]1[C@@H]2CN1C(=O)CN2O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed3a0>,CCCC(=O)OOC(=O)OC1CCPO1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed210>,CCCOC(C=O)CCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed3f0>,COC(=O)C([SiH]OC(C)(C)C)N1CCC(CCC(F)F)C1[SiH],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed440>,CCCCC(OC)C1CCC1(C)C(C)C[SiH](C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed490>,CC(=O)CC(CN(C)C(C)(C)F)C1CCS(=O)C1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed4e0>,C=C[ClH][O],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed530>,COC1CC2(ON(C(C=O)C3CC3)OSC2C=O)C1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed580>,CC[SiH]1CC1C[SiH](=O)(CC)C1OC(CC2CCC2)S1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed620>,CCCCCPCOOC1CCCC1(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed5d0>,COC12CC(C(F)(F)COC(=O)OCCF)CN(C1)C2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed670>,CC(CN=O)C1N(C)C(C(C)CN(C)C=O)C1(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed710>,CCC(C)(C=O)OS(=O)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed6c0>,CCSSC(C)C[Si],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed7b0>,CNc1[nH]ccc1C(C)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed760>,COSCCCCl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed850>,CCCO[Si](NOC=O)(OC)OCOCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed800>,CCOC1(C)C(CC)C(=O)OC2(C)C(C)C(OOC)C12,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed8f0>,COC(=O)OC1CN(C)CC[Si]1#N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed940>,CO[PH](=O)OC(F)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed990>,CCCC([C]1CC(CC(C)C)C1[N-])C(C)P,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed8a0>,COC(C)OCl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eed9e0>,CBOBSB[AlH]BCP,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeda30>,CC(C)C12CCC(C1=O)S(=O)(=O)COCCC2C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeda80>,C[C]F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eedad0>,C#CC1CC(CC(C=O)CC)CC12CCCC2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eedb20>,CC(=O)C1(CCN(C=O)S(=O)(=O)C=O)CC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eedbc0>,CCCCN[Al]OC[Al]C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eedb70>,CSCN(C(C)SC)C(CSSC)SC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eec440>,CSOO[ClH]C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eedc60>,[C]CCPCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eedcb0>,CCS(=O)(=O)CCC1(N2CC(S(C)(=O)=O)C2)CC1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eedd50>,CCOCOC(=O)OC(CN(C)C)C1CC1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eedda0>,C#C[C@@]1(C#N)CSCCS1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeddf0>,CCCC(CC(F)F)S(=O)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eede40>,CO[C@H]1CCC[C@H]1C#N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eede90>,CCC12CC1(COC)C(C(C)C)OC(=O)O2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eedd00>,CC(=O)OC1CC2(C(C)CN2C)C(C)OC(=O)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eedee0>,CC(=O)C1CCC(C(=O)S(C)(=O)=O)CC(C)N1C[C@H](F)C(F)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eedf30>,CCC(S(=O)C(CC)C(C)(C)CC)C(C)(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eedf80>,CC[SiH3],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb080>,CCB(OB1CC(SC)S1)[ClH]POC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb0d0>,CCN(CC1(OC)CC1C=O)S(=O)(=O)CCOC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb030>,CSN(C)SC(C)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb120>,CCCB(COC)OC#N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb1c0>,CC[C@H]1[Si](C)(C)CS1(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb210>,CCC1(Cl)CC2C(Cl)C1C2(Cl)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb260>,CCN([SiH2]CF)C(=O)C=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb170>,CCCCC(C(C=O)C(C)OC=O)S(=O)(=O)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb2b0>,CCCOB1OOC1Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb350>,COc1ccc2c(c1O)ONO2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb300>,CCSC(F)(F)CC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb3a0>,CC(C)O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb440>,CC(=O)C(C)CCN(C)OCC#N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb3f0>,COC(CCS(=O)(=O)OC)S(=O)(=O)COC(C)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb4e0>,CCC(C)CN(C)CS(=O)(=O)CCOC=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb490>,CC1[C]C(O)CC1=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb580>,CCCCCC12BC(C#N)CC1CCC2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb530>,C[CH][CH][C](Cl)CC1[C](C=O)C(=O)OC1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb5d0>,CSCCSC(CCl)SC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb620>,C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb6c0>,CC1CC2C(F)CC(C#N)CC(F)(C1)C2F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb710>,COSPOCC(F)(F)C(C)(F)C(=O)OF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb760>,CSC(CCC=O)CC1OCC(=O)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb7b0>,CCCS(=O)(=O)CCS(=O)(=O)C1CC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb670>,CC(F)Br,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb800>,CCPCSCPC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb8a0>,C[C]1C(C)C(=O)CC2CCB(C#N)C12C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb850>,CCN(C)CCC1(OC(C)(P=O)C(=O)N(C)C)CC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb940>,CCCCC(C#N)CCCCOCS(C)(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb990>,CCOCCCCC(C)N(CC)S(=O)(=O)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb8f0>,CNOCOOC1=CN1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeb9e0>,C=CC1=C[B]C(C[NH])(C[Si]=O)C2=C1ONO2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeba80>,CC(C=O)OC(CCl)CC=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeba30>,COS(=O)OC12CC3CC(C)(CC(C)C#N)C1CC32,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eebb20>,CCN(C)C(=O)OC[O],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eebad0>,CC1COOOC(=O)N(C=O)C2CCC1C(=O)OOCON2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eebbc0>,CCN(C)CCOCOC(=O)OC(C=O)C=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eebc10>,CCCC(P(=O)(OC)OC)S(=O)(=O)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eebb70>,CC(F)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eebcb0>,CCC(CON(C)C)C(C)(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eebd00>,CC1C(=O)CC2CC2CC1S(=O)(=O)C=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eebd50>,CCN1CCN(C=O)C(C)(C2COC(=O)O2)C1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eebda0>,CCC1(N2CC3CC(=O)C3C2)CCC(C)C1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eebdf0>,CCC(P(OC(C)C)OC(C)C)C(C)(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eebc60>,CN(C)CC(F)O[Si],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eebe40>,CS[SiH2]=S,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eebe90>,CCN(C)C1(C)C2CC(C=O)(CS2(=O)=O)C1(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eebee0>,CCC12C(=O)CC1(C)S(=O)N(C)CC2C[P@],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eebf30>,CCO[Si]NCCl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee030>,CNN1SNc2cc(-c3ccccc3)ccc21,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee080>,CCCOC1(C2CN2C)OC(=O)OC(C)C1=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee0d0>,C#CC1=C(N)SN=CC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eebf80>,COC(OOC(C)C1CCC2CCCC1C2)C(C)C[C@@H](C)C#N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee120>,C[Al]C1ON1N(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee170>,COC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee1c0>,CCC1CCC[BrH]1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee210>,CCC[B]SC[Al],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee260>,[CH2]CCCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee2b0>,CC(C(CCl)OCCOS(C)(=O)=O)C(F)(F)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee300>,CCCSCCSC(F)(F)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee3a0>,CCCC(C)CCC1COC(=O)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee350>,CCS(=O)(=O)C(C=O)CCCS(=O)(=O)C=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee3f0>,CCCC(C)CS(=O)C1CC12CC(N(C)CC)C[SiH2]2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee490>,CCC(=O)C(=O)C(C)OC(=O)CC(C=O)CC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee4e0>,COSOC12CCCC(CC1)C2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eedc10>,CCOPCCC(=O)P,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee580>,CC(CO[Si])COOP(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee5d0>,CCSCCN(C)C(=O)CC(=O)SCBr,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee440>,CC(C=O)C(=O)N(C)C(C)(C#N)C1(C)COC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee620>,CO[Si](CCCCCC=O)[Si]C(C)(C)C(=O)CC=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee670>,CCCCCCSC(SC)SC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee710>,[CH2]C1(OC)CC(C)OC1C(=O)CCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee760>,CCCCCO[Si][Si](CCl)OC(OC)[Si]OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee7b0>,COC(=O)OCC(CC=O)CC(C)C(=O)N(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee6c0>,CO[Si](OC)C1C2C3CC3(Cl)CCC3(CC3)C21,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee850>,CC(C)C(F)SC(F)CF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee8a0>,C[C]CC[C](Cl)C(F)(F)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee800>,C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee8f0>,CC(CS(=O)(=O)N(C)CCN1CCN(C)C1)C1CO1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee990>,COCB(Cl)[SH](F)[SiH]C[B][Si],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee9e0>,C#CC1=CN(CCBr)C=CC1=C1C=CN(C)C=C1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeea30>,CCCC(CC(C)SC)O[Si](C)(C)O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeea80>,CSC1(CCN2CCCCC2=O)CC1(F)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeead0>,CO[PH](=S)OCOB(SC)SC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeeb20>,CCOCC(C)OC(=O)CC=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeeb70>,C[B][Si](C)(CO[Si]C)CS[Si]OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeebc0>,CC(C(=O)Cl)C1OO1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeec10>,CO[C@@H]1BOCCO[C@H]1[C]([NH])O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeec60>,CC[CH]N([Si])[BrH][NH],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee940>,CN1CCS(=O)(=O)C1(C=O)S(=O)(=O)CC=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeed00>,C[SiH]C([SiH3]Cl)PC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeecb0>,CCCC(P)CCCC#N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeed50>,CCC1C2C(OC=O)C(=O)OC2S(=O)(=O)C1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeeda0>,CCS(=O)(=O)N(CC=O)S(=O)(=O)CC(C=O)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeedf0>,COCC1(C2C(S(=O)(=O)S(C)(=O)=O)N2C)CC1[AlH2],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeee40>,CC=C(OC)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeeee0>,CCC(C)CCOCOC(=O)OCC(C)COC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeee90>,CCCPCl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeef30>,[NH][C]1[P@](O)C(O)=CCN[CH:2]1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0030>,CCC(Cl)CCC([SiH])Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eeef80>,CC1C2C(C(C)(C)S1(=O)=O)S(=O)(=O)CC2(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0080>,C[C]CS[C](C)SC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0120>,CC1(C(=O)COC=O)OC(=O)C(F)(F)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef00d0>,CC1OC(=O)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0170>,[CH]S(=O)(=O)C(=O)CS(=O)C(C)(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef01c0>,CCC1CC2C3CC([AlH]NCS3)C2C[AlH](C)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0260>,C[C@@H]1[C@H](C(Cl)Cl)N1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef02b0>,CC1SCCSC(C(C)N(C)C)S1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0210>,COCC1(N(Cl)S(C)(=O)=O)CCC(C)C1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0300>,CC(=O)C1[C@H](S(C(C)=O)(C(C)C)C(C)C)C2CC2N1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef03a0>,CO[Si]B[CH2:3]S(C)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef03f0>,CC(C)OCOB(OC(C)C)C(Cl)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0350>,CCOC1(CC)CCOO1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0490>,COC(=O)C(CC(C)CCC(C)C=O)OCC1CC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef04e0>,CCC(CCl)C(SC)(SC)S(C)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0440>,COC1(C#N)OC(=O)OCC2(C)CC(N(C)C)CC21,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0530>,CSCCOCl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0580>,CSCC(COC(CC=O)O[Si](C)(C)C(C)C)C1CC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0620>,CCS[CH]C[C][PH]1CCC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0670>,COC(=O)OCC(CCC#N)C(C)OCCOCF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef05d0>,C=C[C@@H]1CCC[C@@H]([C]([NH])O)C1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef06c0>,CCCSOCC(=O)OCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0760>,CC12C3C[C]C1[PH]2([Si]CCl)OC3,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0710>,CCCCC(=O)C(C)(C#N)S(=O)(=O)CN(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0800>,CNBN1SNc2ccc(NC)cc21,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef07b0>,CCCS(=O)(=O)N(CC=O)CC(CC)C(=O)C(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0850>,CC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef08f0>,COC1=C(N(C)C)OC=CC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0940>,C[C@@H]1CC[C@@H](O)C1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eee530>,CP[SiH3],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0990>,COCCCCCS(=O)(=O)COC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef08a0>,CCC(C1CS(=O)(=O)C1(C(C)C)C(C)C)N(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0a80>,CC1(S(Cl)(Cl)C(F)F)CCCO1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0ad0>,CSC(CC=O)CCS(C)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0b20>,CCCCC1CCC(=O)C2C[PH]12CCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0a30>,CCCCC12C(C)C(NC(C)(CC)C1F)C2CC=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0bc0>,[CH]COPN(CC)C(C)OC(=O)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0b70>,C[C]CCCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0c10>,C1OOC1C1COOO1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0cb0>,CC(F)C(C#N)S(=O)(=O)CF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0d00>,CCCCN(CCSC(C)C)S(C)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0c60>,CC1(C2CCCOC3(C2)CC3(CC=O)C(C)(C)C)CC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0d50>,CCCF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0da0>,C[C]F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0df0>,CO[Si]CCCF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ef0e40>,CCC(C1CCS1(=O)=O)C1(C(F)(F)F)C2COC21,0.406,0.984,0.976
