molecule,smiles,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179620>,CCCC(C)CCC(C)CCCC(C)(C)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179670>,CCCC1CCC(C)C(C#N)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301796c0>,CCO[Si](CCC(C)CC)OCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179490>,CCC1(C)C(=O)CC(C)CC1(C)C(=O)CC#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179760>,CCC1(C(C)C)OC(=O)OCC12CCCCO2,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301797b0>,CCC(C#N)C1CCC(C)(C(C)=O)C(CC)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179800>,COC(=O)CCCC1CCCCC1CC(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179850>,CCC(F)(F)CCCC(=O)CC#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301798a0>,CCCC(CCC(C)C)C(=O)OCC#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301798f0>,CCCCCC(=O)CCCCCCCOC(=O)CCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179940>,CCC(C)CCC(=O)C(CC#N)C(C)(C)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179990>,COC(=O)OCC(C)C1CCCN1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179710>,COS(=O)(=O)C(C)(C(C)=O)C(=O)C(C)C(C)C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179a30>,CN1CCCOC(=O)OCC(CC#N)S1(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179a80>,CCC(C)(CCC(C)(F)F)CSC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179ad0>,CC(C)CCCC(=O)C(C)S(=O)(=O)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301799e0>,CCCC(C)(C=O)C1C(C(C)=O)C(=O)N(C)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179b70>,CCCCCC(C)(CCCOC(=O)OC)CC(C)(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179bc0>,CCCCCC(C)(CC)CCC(C)(C)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179c10>,CCCCC(CCC(C)C)CC(C)CS(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179b20>,CCOC(=O)CC(=O)OC(C)CCC(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179cb0>,CC(C#N)CCCCCCC(C)C(C)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179d00>,CCC(C)C1CC(C)C2(CC2)OC1=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179d50>,CCCC(CCC)SCCC(CC)CCCC#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179da0>,CC(=O)CCC(Cl)C(=O)CC=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179df0>,CCCCCCC(C(C)C)C(C)C(C#N)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30175e90>,CC(=O)C(C)C(=O)C1C(C#N)CC(C)C1C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179e90>,CCCC1(C2CCCC3CC(=O)CCC32C)CCCC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179ee0>,CCC1CC(C(=O)C=O)C(C)OCC1(C)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179f30>,CCCCC(C)CCCC(C)C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179f80>,CCCN(C)C(C)C(=O)C(COC)COC(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a030>,CCC1CC(C=O)CN2CC(C=O)C1CC2C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a080>,CCC(C)CC1C(=O)CC(C)(C)CC1C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a0d0>,CSCC(CS(C)(=O)=O)S(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30179e40>,CC(CC(C)C(C)CN(C)C)C(=O)S(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a170>,CCC(C)C(C=O)C1(C)CC(=O)CC(C)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a120>,CCCC(CC)CCC1CCC(C(C)C)CC1C(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a210>,CCCCCS(=O)(=O)CCC(C)C(C)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a1c0>,CC1CCC(CC=O)C1(C)CC(C)S(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a2b0>,CCC(CC)(OOC)C1(C)CCC(C)(C)CC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a300>,CCCC(C=O)C1(C(C)C=O)CC(C)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a350>,CC1CCC2CC(OC(=O)O1)C1OCC21N(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a3a0>,CCCCC1CCOC(=O)C(C)(CCCC)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a3f0>,CCC(=O)N(C=O)CC(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a440>,CCC(C)C(C)CC(C)C(C)CC(C)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a490>,CN1CCC2OCC3(OC(=O)OC3C#N)C2C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a260>,CCC(C)(C)C(=O)OC(C)(C)C1CCC2CC1C2,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a530>,CCC(C=O)C(C)S(=O)(=O)C1CCC1C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a580>,COC(=O)C(C)CCCCCOC(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a4e0>,CCC1(C)CCCC(C)(C(C=O)C(F)(F)F)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a620>,CCCOC(C)C1CS(=O)(=O)C(=O)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a670>,CCCCC(C)C(C)(C)CC(C)(F)S(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a6c0>,CCC(CCC(C)C=O)CCS(=O)(=O)C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a710>,CCC(C)C(C)(C)CC(C)(C)CCCOC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a760>,CCC(C)CC1CCCC(CS(C)(=O)=O)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a7b0>,CC(CC1CCC1C=O)C(C=O)C(C)(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a800>,CCCC(C)C1CC(C2CCC(CC)C2)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a850>,CCC(C)C(=O)C(C)CCC(C)C(C#N)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a8a0>,CCCC1(CC(C)(C)CC)CCC(C=O)CC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a8f0>,COC(=O)OC1CC(OC)CCCCC1N(C)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a940>,CCC(CC)CC(C)CC(CC)CC(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a990>,CC(CCCCC(C)(C)C)C(=O)CCC#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a9e0>,CCS(=O)(=O)CC1C(C)COC2C3CCC1C32,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017aa30>,CC(=O)CC(CCC(C)C=O)C(C)C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017aa80>,CC1CCCC1N(C)C(C)CC1OC(=O)OC1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017aad0>,CCC(CC)CCC(=O)CCCCCCC=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017ab20>,CCCC(C)(CCCC(C)C)C(C)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017ab70>,COC1CCCC2C(CCC2(C)C)C(=O)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017a5d0>,COC1CN(C)C2(C1)CC(C)(C=O)COC(=O)O2,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017ac10>,CCCC1(C)CC1B(Cl)C(C)(C)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017abc0>,CC12CCCCC1(C)C(C)(S(C)(=O)=O)CCC2,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017acb0>,CCCCC1(CC)C2CC(C)CC21,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017ad00>,CCCCCC(C)C1CC(CC)C(C)CC1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017ad50>,CCCCCC(CCC(C)C#N)OC(=O)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017ada0>,CCCCCS(=O)(=O)C1CCC(CC)CC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017adf0>,CCCC1C2CC(C)C2(C)CC1S(=O)(=O)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017ac60>,CC1COC(=O)OC(C2(C)CCOC2)S1(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017ae90>,CCC1CCS(=O)(=O)C12CCCN2C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017aee0>,CCOC(=O)OCCCCCCN(C)CC(C)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017af30>,CSC12CCCC(CC(C)C)(CC(C)C1)C2,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017ae40>,CC(CCC(C)N(C)C)COC(=O)OC(C)C(C)N(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b030>,CC1CC(C#N)CC(C2(C)CCC2C)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017af80>,CC(=O)C(=O)CCCCS(=O)(=O)C(C)C(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b0d0>,CC1C(C(F)(F)F)C1(C)C1CCCC1C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b080>,CCC(CC(C)C(C)C#N)C(C)(C)S(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b170>,CCCC1CCCC2CC(C=O)C(C1)C2,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b1c0>,CCCCC(CC)C(CC)C(C=O)CC#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b120>,COC(=O)OC(CN(C)C(C)C#N)C(C)(C#N)N(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b260>,CCCC1CS(=O)(=O)C2CCC1C2C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b2b0>,CCC(CC(C)CCCCCCN(C)C)S(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b300>,CC(CC=O)C1C(C)C(CCC=O)CS1(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b350>,CCCC(CC)C1(C)CCCC2COC(=O)C21,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b3a0>,CCCC[Si](Cl)(Cl)CCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b3f0>,CCS(=O)(=O)CC(C(C)C)C(C)(C)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b440>,CCCC(C)CC(C)CCS(=O)(=O)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b210>,CCC(C)(COC(=O)OCOC(=O)N(C)C)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b4e0>,CCCCCOC(=O)CC1(C(=O)OC)CC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b530>,CC(C)CCC(COC=O)CC(C)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b580>,CCCCCC(C)C(C)(CC)CC(=O)C(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b5d0>,COC(=O)C(CCCCC=O)CCCCC(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b490>,CC(=O)S(=O)(=O)C1(C)CCC(C)C2CC2(C)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b620>,CC(=O)C1(C)CS(=O)(=O)CC1CC(C)(C)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b6c0>,CCCCCCCC(C)C(C)CCCCC(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b710>,CCC(C)(CC(C)C)CC(C)S(=O)(=O)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b760>,COCC(C#N)CCCC(CS(C)(=O)=O)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b7b0>,CCC(C)CCC(COC)CC(C)CC(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b800>,CCC1CC(C(C)C)CC(C)(OC)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b670>,CCCCC(C)CCC(=O)C(F)(F)S(=O)(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b8a0>,CC(=O)OC(C)CC(C)(C)C(C#N)CC=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b850>,COS(=O)(=O)CC1OC(=O)OC1CC(C)N(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b940>,CCN(C)CC1OC(=O)OCCCN(C)CCC1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b8f0>,COCC12C(N(C)C)CC(C)C3CN(C)C1C3N2C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b9e0>,CCCCCCCC(C(=O)OCC)C(C)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017ba30>,CCC(CC(C)(C)C)C(C=O)CC#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017ba80>,CCCCCC(C)(C)C(C)(CC(C)C)OC=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017bad0>,CCCC(=O)C(CC)C1CCC(=O)C(C)CC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017bb20>,CCC(C)OC1CC2CCCC(C)C2C1CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017b990>,CCC(C)CC(C)C(C)CC(C=O)(CC)C(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017bbc0>,CCC(COC(=O)OC)CC(C#N)CC(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017bc10>,CC(C)C(=O)CC1CCC(C)C(C#N)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017bb70>,CC(C)S(=O)(=O)C(CCC1CCC1)C(C#N)C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017bcb0>,CC(=O)OC1CC1(C)C(C)CC(C)CC#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017bd00>,CCC(C)CC(C)C1C2CCC(=O)C(C2)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017bc60>,CN1CCCC1(C=O)C1(C)CC(CS(C)(=O)=O)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017bd50>,CCC(C)OC(=O)OCC(C)C(CCN(C)C)N(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017bdf0>,CC1CCCC(C)C(C)C(C)(C(C)C)CCC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017be40>,CCCC1SC(CCC)(C(C)C)C(OC)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017bda0>,CCC1C2CC(C)(OC)CC3C2C1CS3(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017be90>,CC1CCC2C(C1)CC1C2(C)CC(C)S1(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017bf30>,CCOC(=O)C(C)CCCCC(=O)OCCCC(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017bf80>,CCCCOC(=O)OC(C)CC1CN1C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d030>,CCCOC1OC(=O)OC(CC)CC1C(C)N(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017bee0>,CCC(C)CC(C)(C)C(C)(C)C(C)(C)C(C)C(C)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d0d0>,CCC(C)C(=O)OC(C)(CC)C1CCCCC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d120>,CCCC1(C)CC(C)CCC1OC(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d170>,CCC1C(CC)(CCC=O)C(C#N)S1(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d1c0>,CC1CC(C(C=O)C=O)CN(C(C)C)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d080>,COCC1OC(=O)OCCC1(C(C)C(C)C)N(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d260>,CCC(=O)C1COC(=O)C(C)(CC=O)OC1=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d2b0>,CC1CC(C)C(C)C(C2CC(C)C(C)C2C)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d300>,CCCCCCCCC(=O)C(CC)CCC(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d350>,CC(C=O)C1CCC23CCC(=O)C2CSC13,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d3a0>,CC(CC=O)C(C)C1(C)CCC(=O)OC1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d3f0>,COCC1(C)COC(=O)OCCC(=O)OC(C)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d440>,COC(=O)CCCCCC(Cl)C(C)Cl,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d490>,CCCOC(C)(CCCCC=O)C(C)(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d4e0>,COP(=O)(C(C)C)P1(=O)OCCCO1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d210>,COCC(=O)COC(=O)OC(C)C(C)CN(C)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d580>,CCOC(=O)OC(C#N)OC(=O)OC(C)C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d5d0>,CCCCCC(=O)S(=O)(=O)CCOC(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d530>,CCC(OC(C)=O)C(C)(C=O)CCC(C=O)C(C)(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d620>,CCC1(C)C(N(C)C)S(=O)(=O)C2C(C)(CC)C21C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d6c0>,CCOC(=O)C(C)CCC(C)CCCCC(=O)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d670>,CC(=O)C(CC(C)CCC#N)S(=O)(=O)CC#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d760>,CC(OCC#N)OC(=O)OC(C#N)C(=O)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d7b0>,CCC(C)(C)CCC(C)(C#N)SC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d800>,CC1CCCC(C#N)CC(=O)C(C)C2CC12,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d850>,CCCCCC(OC(=O)C(C)(F)CC)C(CC)CCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d8a0>,CCC1C2CCC(CCC(C)C)C2CCC1(C)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d8f0>,COC(=O)OCCCC1(C)C(C#N)C(C)N1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d940>,CCC1C(C)CC(C)(C)CCS(=O)(=O)CC1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d990>,COC(=O)OC1CCC2OC12,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d9e0>,CCCC(C(C)C)C(C)CC1CCCC(C)(C)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017da30>,CCCCCCCOC(=O)C1(CC)CCCCC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017da80>,CCCOC(=O)OC(C)(CC)CCC(=O)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017dad0>,C#Cc1c[nH]c(=O)cn1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017db20>,CC1COC(=O)OC1(C)S(=O)(=O)C1CN1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017db70>,CCCCCCCCCCC(F)C(C)C(F)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017dbc0>,CCC(C)(C)CC1CC(C)(C)C(C#N)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017dc10>,CCCCC(C)(CC=O)C(C#N)(C=O)CC=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017dc60>,CCCC1(C(=O)Cl)CCC(CC)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017dcb0>,CCCCCCC(CC)(CC=O)CC(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017dd00>,CCCCCCC(C#N)(CC)CC1CCC(CCC)CC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017dd50>,CCC1(C)OC(=O)OC1(C)C(C)(C)OCC=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017dda0>,CC1CCCC(C)C1(C)C1CCC(C)(C#N)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017ddf0>,CC(=O)C1OC(=O)OC(C)CC1CN(C)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017de40>,CCCCC(C)C(C)OCC(CC)S(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017de90>,CCCCCC(CCCCC)(C(=O)OC)C(F)F,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017dee0>,CC1CCC(C)(C2CCC2=O)C1(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017df30>,CC(=O)CC(=O)CC(C)C(C)(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017df80>,CC1COCC2OC(=O)OC2CCCCN(C)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f3017d710>,CCC1CCC(OC(=O)C2(S(C)(=O)=O)CC2)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30181030>,CCC(CC(=O)C(OC)C(C)C)CC(C)(C)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30181080>,CCCS(=O)(=O)C(C)(CC1(C)CC1)C(C)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301810d0>,CC1(C)C2CCCC(C2)CS(=O)(=O)C1CC#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f30181170>,CCC1OC(=O)OC(CC(C)C)OCC1N(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301811c0>,CCCCCCCC(C)CCOOC,0.996,1.0,0.938
